,COMPETITION,SEASON,game,minute,player,team,xG,PSxG,outcome,distance,body_part,notes,SCA 1,SCA 1,SCA 2,SCA 2
129,ESP-La Liga,2223,2022-08-14 Cádiz-Real Sociedad,18,Mikel Merino,Real Sociedad,0.11,,Off Target,9,Head,,Takefusa Kubo,Pass (Dead),Diego Rico,Pass (Live)
130,ESP-La Liga,2223,2022-08-14 Cádiz-Real Sociedad,24,Takefusa Kubo,Real Sociedad,0.44,0.27,Goal,16,Right Foot,Volley,Mikel Merino,Pass (Live),Brais Méndez,Pass (Live)
131,ESP-La Liga,2223,2022-08-14 Cádiz-Real Sociedad,28,Fali,Cádiz,0.03,,Blocked,13,Right Foot,"Deflected, Volley",Alfonso Espino,Pass (Live),Lucas Pérez,Pass (Dead)
132,ESP-La Liga,2223,2022-08-14 Cádiz-Real Sociedad,38,Anthony Lozano,Cádiz,0.04,,Blocked,12,Head,,Luis Hernández,Pass (Live),Joseba Zaldúa,Pass (Live)
133,ESP-La Liga,2223,2022-08-14 Cádiz-Real Sociedad,40,Alfonso Espino,Cádiz,0.03,,Off Target,23,Left Foot,,José Mari,Pass (Live),Anthony Lozano,Pass (Live)
134,ESP-La Liga,2223,2022-08-14 Cádiz-Real Sociedad,43,José Mari,Cádiz,0.02,,Blocked,28,Right Foot,Volley,Alberto Perea,Fouled,Víctor Chust,Pass (Dead)
135,ESP-La Liga,2223,2022-08-14 Cádiz-Real Sociedad,45+1,David Silva,Real Sociedad,0.01,0.04,Saved,30,Left Foot,,Takefusa Kubo,Fouled,,
136,ESP-La Liga,2223,2022-08-14 Cádiz-Real Sociedad,51,José Mari,Cádiz,0.01,,Off Target,28,Left Foot,Volley,,,,
137,ESP-La Liga,2223,2022-08-14 Cádiz-Real Sociedad,62,Mikel Merino,Real Sociedad,0.2,,Off Target,6,Head,,Aritz Elustondo,Pass (Live),Takefusa Kubo,Pass (Live)
138,ESP-La Liga,2223,2022-08-14 Cádiz-Real Sociedad,63,Alexander Isak,Real Sociedad,0.07,,Blocked,11,Left Foot,,Mikel Merino,Pass (Live),Alexander Isak,Pass (Live)
139,ESP-La Liga,2223,2022-08-14 Cádiz-Real Sociedad,64,David Silva,Real Sociedad,0.02,0.14,Saved,26,Left Foot,,Brais Méndez,Pass (Live),David Silva,Pass (Live)
140,ESP-La Liga,2223,2022-08-14 Cádiz-Real Sociedad,66,David Silva,Real Sociedad,0.24,0.96,Saved,3,Left Foot,Volley,Brais Méndez,Pass (Live),Takefusa Kubo,Pass (Live)
141,ESP-La Liga,2223,2022-08-14 Cádiz-Real Sociedad,67,Diego Rico,Real Sociedad,0.01,0.11,Saved,29,Left Foot,Volley,Brais Méndez,Pass (Live),David Silva,Shot
142,ESP-La Liga,2223,2022-08-14 Cádiz-Real Sociedad,68,Igor Zubeldia,Real Sociedad,0.01,,Blocked,32,Right Foot,,Diego Rico,Shot,,
143,ESP-La Liga,2223,2022-08-14 Cádiz-Real Sociedad,82,Mohamed Ali Cho,Real Sociedad,0.01,,Blocked,22,Left Foot,,Aritz Elustondo,Pass (Live),,
144,ESP-La Liga,2223,2022-08-14 Cádiz-Real Sociedad,85,Brais Méndez,Real Sociedad,0.02,,Blocked,28,Left Foot,,Brais Méndez,Take-On,Asier Illarramendi,Pass (Live)
145,ESP-La Liga,2223,2022-08-14 Cádiz-Real Sociedad,90+1,Jon Karrikaburu,Real Sociedad,0.02,,Off Target,29,Right Foot,Volley,Jon Karrikaburu,Pass (Live),Álex Remiro,Pass (Dead)
146,ESP-La Liga,2223,2022-08-14 Cádiz-Real Sociedad,90+3,Mohamed Ali Cho,Real Sociedad,0.24,0.58,Saved,20,Left Foot,,Mohamed Ali Cho,Take-On,Mohamed Ali Cho,Tackle
147,ESP-La Liga,2223,2022-08-14 Cádiz-Real Sociedad,90+9,Mohamed Ali Cho,Real Sociedad,0.3,0.21,Saved,12,Left Foot,,Jon Karrikaburu,Pass (Live),Mohamed Ali Cho,Pass (Live)
148,ESP-La Liga,2223,2022-08-14 Valencia-Girona,12,Jesus Vazquez,Valencia,0.03,,Blocked,24,Left Foot,,Hugo Guillamón,Pass (Live),Samu Castillejo,Pass (Live)
149,ESP-La Liga,2223,2022-08-14 Valencia-Girona,13,Valentín Castellanos,Girona,0.04,,Blocked,16,Right Foot,,Yan Couto,Pass (Live),Juanpe,Take-On
150,ESP-La Liga,2223,2022-08-14 Valencia-Girona,14,Yan Couto,Girona,0.01,,Blocked,33,Right Foot,Deflected,Yan Couto,Take-On,Valery Fernández,Pass (Live)
151,ESP-La Liga,2223,2022-08-14 Valencia-Girona,18,Yunus Musah,Valencia,0.04,,Off Target,23,Right Foot,,Yunus Musah,Take-On,Hugo Guillamón,Pass (Live)
152,ESP-La Liga,2223,2022-08-14 Valencia-Girona,36,Carlos Soler,Valencia,0.03,0.18,Saved,34,Right Foot,Free kick,Hugo Guillamón,Fouled,,
153,ESP-La Liga,2223,2022-08-14 Valencia-Girona,38,Yunus Musah,Valencia,0.08,,Blocked,15,Right Foot,,Samu Castillejo,Pass (Live),Carlos Soler,Pass (Live)
154,ESP-La Liga,2223,2022-08-14 Valencia-Girona,38,Jesus Vazquez,Valencia,0.02,,Blocked,18,Right Foot,,Carlos Soler,Pass (Live),Yunus Musah,Shot
155,ESP-La Liga,2223,2022-08-14 Valencia-Girona,39,Hugo Duro,Valencia,0.08,,Off Target,13,Left Foot,,Hugo Duro,Take-On,,
156,ESP-La Liga,2223,2022-08-14 Valencia-Girona,40,Samu Castillejo,Valencia,0.07,,Blocked,21,Left Foot,,Samu Castillejo,Take-On,Carlos Soler,Pass (Live)
157,ESP-La Liga,2223,2022-08-14 Valencia-Girona,43,Samuel Lino,Valencia,0.02,,Off Target,29,Right Foot,,Hugo Guillamón,Interception,,
158,ESP-La Liga,2223,2022-08-14 Valencia-Girona,45,Samu Castillejo,Valencia,0.04,,Blocked,25,Left Foot,Free kick,Eray Cömert,Fouled,Samu Castillejo,Tackle
159,ESP-La Liga,2223,2022-08-14 Valencia-Girona,45+1,Carlos Soler (pen),Valencia,0.79,0.99,Goal,13,Right Foot,,,Fouled,Samu Castillejo,Shot
160,ESP-La Liga,2223,2022-08-14 Valencia-Girona,50,Carlos Soler,Valencia,0.05,,Off Target,23,Right Foot,,Hugo Duro,Pass (Live),Hugo Guillamón,Pass (Live)
161,ESP-La Liga,2223,2022-08-14 Valencia-Girona,60,Samu Castillejo,Valencia,0.13,,Off Target,15,Left Foot,,Giorgi Mamardashvili,Pass (Dead),Thierry Correia,Fouled
162,ESP-La Liga,2223,2022-08-14 Valencia-Girona,61,Samu Castillejo,Valencia,0.07,,Blocked,13,Left Foot,,Samu Castillejo,Take-On,Samuel Lino,Pass (Live)
163,ESP-La Liga,2223,2022-08-14 Valencia-Girona,64,Dimitri Foulquier,Valencia,0.03,,Blocked,12,Head,,Samu Castillejo,Pass (Dead),,
164,ESP-La Liga,2223,2022-08-14 Valencia-Girona,64,Cristhian Mosquera,Valencia,0.06,,Off Target,13,Head,,Hugo Guillamón,Pass (Live),Dimitri Foulquier,Shot
165,ESP-La Liga,2223,2022-08-14 Valencia-Girona,66,Rodrigo Riquelme,Girona,0.03,,Off Target,24,Left Foot,Volley,Yan Couto,Pass (Live),Juanpe,Pass (Live)
166,ESP-La Liga,2223,2022-08-14 Valencia-Girona,71,Aleix García,Girona,0.02,0.27,Saved,31,Right Foot,,Santiago Bueno,Pass (Live),Juanpe,Pass (Live)
167,ESP-La Liga,2223,2022-08-14 Valencia-Girona,78,Maxi Gómez,Valencia,0.05,,Blocked,16,Right Foot,,Nicolás González,Pass (Live),Toni Lato,Pass (Live)
168,ESP-La Liga,2223,2022-08-14 Valencia-Girona,90+2,Maxi Gómez,Valencia,0.04,,Off Target,31,Right Foot,Free kick,Yunus Musah,Fouled,Hugo Guillamón,Pass (Dead)
169,ESP-La Liga,2223,2022-08-14 Valencia-Girona,90+4,Valentín Castellanos,Girona,0.02,,Off Target,13,Head,,Aleix García,Pass (Dead),Aleix García,Pass (Live)
170,ESP-La Liga,2223,2022-08-15 Athletic Club-Mallorca,3,Asier Villalibre,Athletic Club,0.05,0.23,Saved,10,Right Foot,,Yuri Berchiche,Pass (Live),Iker Muniain,Pass (Live)
171,ESP-La Liga,2223,2022-08-15 Athletic Club-Mallorca,5,Yuri Berchiche,Athletic Club,0.03,,Blocked,22,Left Foot,Volley,Álex Berenguer,Pass (Dead),Óscar de Marcos,Pass (Live)
172,ESP-La Liga,2223,2022-08-15 Athletic Club-Mallorca,9,Mikel Vesga,Athletic Club,0.04,,Woodwork,31,Left Foot,,Iñaki Williams,Pass (Live),Óscar de Marcos,Pass (Live)
173,ESP-La Liga,2223,2022-08-15 Athletic Club-Mallorca,18,Vedat Muriqi,Mallorca,0.03,0.07,Saved,10,Head,,,,,
174,ESP-La Liga,2223,2022-08-15 Athletic Club-Mallorca,19,Álex Berenguer,Athletic Club,0.09,0.04,Saved,14,Right Foot,,Iker Muniain,Pass (Live),,
175,ESP-La Liga,2223,2022-08-15 Athletic Club-Mallorca,20,Yuri Berchiche,Athletic Club,0.04,,Off Target,18,Left Foot,,Álex Berenguer,Pass (Live),Iker Muniain,Pass (Live)
176,ESP-La Liga,2223,2022-08-15 Athletic Club-Mallorca,24,Yuri Berchiche,Athletic Club,0.07,,Off Target,21,Left Foot,,Álex Berenguer,Pass (Dead),Álex Berenguer,Fouled
177,ESP-La Liga,2223,2022-08-15 Athletic Club-Mallorca,33,Iñaki Williams,Athletic Club,0.04,,Off Target,11,Left Foot,,Óscar de Marcos,Pass (Live),Mikel Vesga,Pass (Live)
178,ESP-La Liga,2223,2022-08-15 Athletic Club-Mallorca,34,Lee Kang-in,Mallorca,0.04,,Blocked,18,Left Foot,,Dani Rodríguez,Pass (Live),,
179,ESP-La Liga,2223,2022-08-15 Athletic Club-Mallorca,43,Asier Villalibre,Athletic Club,0.1,,Off Target,10,Head,,Iñaki Williams,Pass (Live),Mikel Vesga,Pass (Live)
180,ESP-La Liga,2223,2022-08-15 Athletic Club-Mallorca,44,Iker Muniain,Athletic Club,0.34,0.49,Saved,10,Left Foot,,Óscar de Marcos,Pass (Live),Mikel Vesga,Pass (Live)
181,ESP-La Liga,2223,2022-08-15 Athletic Club-Mallorca,48,Iñaki Williams,Athletic Club,0.03,,Off Target,29,Right Foot,Volley,Daniel Vivian,Pass (Live),Iker Muniain,Pass (Live)
182,ESP-La Liga,2223,2022-08-15 Athletic Club-Mallorca,49,Pablo Maffeo,Mallorca,0.03,,Off Target,14,Right Foot,Volley,Jaume Costa,Pass (Live),Dani Rodríguez,Pass (Live)
183,ESP-La Liga,2223,2022-08-15 Athletic Club-Mallorca,50,Álex Berenguer,Athletic Club,0.05,,Blocked,15,Left Foot,,Mikel Vesga,Pass (Live),Yuri Berchiche,Pass (Dead)
184,ESP-La Liga,2223,2022-08-15 Athletic Club-Mallorca,56,Yuri Berchiche,Athletic Club,0.06,0.31,Saved,20,Left Foot,,Asier Villalibre,Pass (Live),,
185,ESP-La Liga,2223,2022-08-15 Athletic Club-Mallorca,57,Asier Villalibre,Athletic Club,0.03,,Off Target,10,Right Foot,Volley,Iker Muniain,Pass (Live),Álex Berenguer,Pass (Dead)
186,ESP-La Liga,2223,2022-08-15 Athletic Club-Mallorca,63,Oier Zarraga,Athletic Club,0.02,,Off Target,30,Right Foot,,Oier Zarraga,Pass (Live),,
187,ESP-La Liga,2223,2022-08-15 Athletic Club-Mallorca,66,Lee Kang-in,Mallorca,0.09,0.35,Saved,10,Head,,Clément Grenier,Pass (Live),Pablo Maffeo,Pass (Live)
188,ESP-La Liga,2223,2022-08-15 Athletic Club-Mallorca,71,Rodrigo Battaglia,Mallorca,0.13,,Blocked,12,Left Foot,,,,,
189,ESP-La Liga,2223,2022-08-15 Athletic Club-Mallorca,74,Clément Grenier,Mallorca,0.03,,Off Target,26,Right Foot,Volley,,,,
190,ESP-La Liga,2223,2022-08-15 Athletic Club-Mallorca,82,Gorka Guruzeta,Athletic Club,0.24,0.9,Saved,9,Right Foot,Deflected,Óscar de Marcos,Pass (Dead),Óscar de Marcos,Pass (Dead)
191,ESP-La Liga,2223,2022-08-15 Athletic Club-Mallorca,82,Mikel Vesga,Athletic Club,0.02,,Blocked,27,Left Foot,Deflected,Óscar de Marcos,Pass (Live),Gorka Guruzeta,Shot
192,ESP-La Liga,2223,2022-08-15 Athletic Club-Mallorca,82,Raúl García,Athletic Club,0.02,,Blocked,24,Right Foot,Volley,Mikel Vesga,Shot,,
193,ESP-La Liga,2223,2022-08-15 Athletic Club-Mallorca,85,Oier Zarraga,Athletic Club,0.04,,Blocked,21,Left Foot,,Nico Williams,Pass (Live),Raúl García,Pass (Live)
194,ESP-La Liga,2223,2022-08-15 Athletic Club-Mallorca,85,Raúl García,Athletic Club,0.05,,Off Target,8,Head,,Oier Zarraga,Pass (Live),Nico Williams,Pass (Live)
195,ESP-La Liga,2223,2022-08-15 Athletic Club-Mallorca,88,Adu Ares,Athletic Club,0.03,,Blocked,26,Right Foot,,Adu Ares,Take-On,Yuri Berchiche,Pass (Dead)
196,ESP-La Liga,2223,2022-08-15 Athletic Club-Mallorca,90+1,Nico Williams,Athletic Club,0.12,0.07,Saved,12,Right Foot,,Óscar de Marcos,Pass (Live),Raúl García,Pass (Live)
197,ESP-La Liga,2223,2022-08-15 Athletic Club-Mallorca,90+2,Mikel Vesga,Athletic Club,0.03,,Blocked,25,Left Foot,,Yeray Álvarez,Pass (Live),Adu Ares,Pass (Live)
198,ESP-La Liga,2223,2022-08-15 Athletic Club-Mallorca,90+4,Raúl García,Athletic Club,0.03,,Off Target,11,Head,,Nico Williams,Pass (Live),Adu Ares,Pass (Live)
199,ESP-La Liga,2223,2022-08-15 Betis-Elche,2,Rodri,Betis,0.03,,Off Target,17,Left Foot,,Juanmi,Pass (Live),,
200,ESP-La Liga,2223,2022-08-15 Betis-Elche,19,Nabil Fekir,Betis,0.11,,Blocked,21,Left Foot,Free kick,Aitor Ruibal,Fouled,Aitor Ruibal,Take-On
201,ESP-La Liga,2223,2022-08-15 Betis-Elche,23,Johan Mojica,Elche,0.03,,Blocked,18,Left Foot,,Fidel,Pass (Dead),Fidel,Fouled
202,ESP-La Liga,2223,2022-08-15 Betis-Elche,28,Borja Iglesias,Betis,0.72,0.99,Goal,2,Right Foot,,Nabil Fekir,Pass (Live),Nabil Fekir,Take-On
203,ESP-La Liga,2223,2022-08-15 Betis-Elche,39,Juanmi,Betis,0.32,0.87,Goal,11,Right Foot,,William Carvalho,Pass (Live),Germán Pezzella,Pass (Live)
204,ESP-La Liga,2223,2022-08-15 Betis-Elche,43,Nabil Fekir,Betis,0.05,0.36,Saved,37,Left Foot,Free kick,Rodri,Fouled,Aitor Ruibal,Pass (Live)
205,ESP-La Liga,2223,2022-08-15 Betis-Elche,49,Tete Morente,Elche,0.03,0.15,Saved,14,Head,,Johan Mojica,Pass (Live),Pere Milla,Pass (Live)
206,ESP-La Liga,2223,2022-08-15 Betis-Elche,53,Pere Milla,Elche,0.16,,Blocked,4,Head,,Gerard Gumbau,Pass (Dead),,
207,ESP-La Liga,2223,2022-08-15 Betis-Elche,53,Diego González,Elche,0.25,,Off Target,4,Left Foot,,Pere Milla,Shot,,
208,ESP-La Liga,2223,2022-08-15 Betis-Elche,59,Nabil Fekir,Betis,0.04,,Blocked,16,Left Foot,,William Carvalho,Pass (Live),Rodri,Pass (Live)
209,ESP-La Liga,2223,2022-08-15 Betis-Elche,60,Juanmi,Betis,0.71,0.87,Goal,3,Left Foot,,Juanmi,Take-On,Juanmi,Pass (Live)
210,ESP-La Liga,2223,2022-08-15 Betis-Elche,62,Aitor Ruibal,Betis,0.02,,Off Target,27,Right Foot,,Álex Moreno,Pass (Live),Juanmi,Pass (Live)
211,ESP-La Liga,2223,2022-08-15 Betis-Elche,72,Borja Iglesias,Betis,0.03,,Off Target,11,Head,,Roberto González,Pass (Dead),Rodri,Pass (Live)
212,ESP-La Liga,2223,2022-08-15 Betis-Elche,72,Édgar González,Betis,0.35,,Off Target,4,Head,,Borja Iglesias,Shot,,
213,ESP-La Liga,2223,2022-08-15 Betis-Elche,73,Álex Moreno,Betis,0.02,,Blocked,30,Left Foot,,Rodri,Pass (Live),Roberto González,Pass (Dead)
214,ESP-La Liga,2223,2022-08-15 Betis-Elche,75,Álex Moreno,Betis,0.07,0.64,Saved,17,Left Foot,,Roberto González,Pass (Live),Juanmi,Pass (Live)
215,ESP-La Liga,2223,2022-08-15 Betis-Elche,75,Borja Iglesias,Betis,0.14,,Blocked,13,Left Foot,,Álex Moreno,Shot,,
216,ESP-La Liga,2223,2022-08-15 Betis-Elche,75,Germán Pezzella,Betis,0.2,,Off Target,7,Right Foot,Volley,Roberto González,Pass (Dead),Borja Iglesias,Shot
217,ESP-La Liga,2223,2022-08-15 Betis-Elche,77,Borja Iglesias,Betis,0.04,0.04,Saved,17,Right Foot,,Guido Rodríguez,Pass (Live),Roberto González,Pass (Live)
218,ESP-La Liga,2223,2022-08-15 Betis-Elche,90+2,Paul Akouokou,Betis,0.06,0.05,Saved,24,Right Foot,,Juan Miranda,Pass (Live),Álex Moreno,Pass (Live)
219,ESP-La Liga,2223,2022-08-15 Betis-Elche,90+2,Juanmi,Betis,0.29,0.21,Saved,5,Right Foot,,Paul Akouokou,Shot,,
220,ESP-La Liga,2223,2022-08-15 Getafe-Atlético Madrid,15,Álvaro Morata,Atlético Madrid,0.15,0.31,Goal,21,Left Foot,,João Félix,Pass (Live),Saúl Ñíguez,Pass (Live)
221,ESP-La Liga,2223,2022-08-15 Getafe-Atlético Madrid,19,João Félix,Atlético Madrid,0.16,,Blocked,8,Right Foot,,Marcos Llorente,Pass (Live),Nahuel Molina,Pass (Live)
222,ESP-La Liga,2223,2022-08-15 Getafe-Atlético Madrid,19,Enes Ünal,Getafe,0.07,,Off Target,13,Head,,Iglesias,Pass (Live),Borja Mayoral,Pass (Live)
223,ESP-La Liga,2223,2022-08-15 Getafe-Atlético Madrid,24,Mauro Arambarri,Getafe,0.04,,Blocked,21,Right Foot,,Carles Aleñá,Pass (Live),Iglesias,Pass (Live)
224,ESP-La Liga,2223,2022-08-15 Getafe-Atlético Madrid,36,João Félix,Atlético Madrid,0.06,,Blocked,21,Right Foot,,Álvaro Morata,Pass (Live),Stefan Savić,Pass (Live)
225,ESP-La Liga,2223,2022-08-15 Getafe-Atlético Madrid,38,Carles Aleñá,Getafe,0.02,,Off Target,33,Left Foot,,Nemanja Maksimović,Pass (Live),,
226,ESP-La Liga,2223,2022-08-15 Getafe-Atlético Madrid,41,Borja Mayoral,Getafe,0.12,,Woodwork,8,Left Foot,Volley,Iglesias,Pass (Live),Nemanja Maksimović,Pass (Live)
227,ESP-La Liga,2223,2022-08-15 Getafe-Atlético Madrid,49,Saúl Ñíguez,Atlético Madrid,0.02,,Blocked,24,Right Foot,,Thomas Lemar,Pass (Live),Stefan Savić,Pass (Live)
228,ESP-La Liga,2223,2022-08-15 Getafe-Atlético Madrid,51,Enes Ünal,Getafe,0.12,,Off Target,16,Left Foot,,Borja Mayoral,Pass (Live),,
229,ESP-La Liga,2223,2022-08-15 Getafe-Atlético Madrid,59,Álvaro Morata,Atlético Madrid,0.18,0.72,Goal,10,Left Foot,,João Félix,Pass (Live),,
230,ESP-La Liga,2223,2022-08-15 Getafe-Atlético Madrid,61,Portu,Getafe,0.04,,Off Target,18,Right Foot,Volley,Iglesias,Pass (Live),Mauro Arambarri,Pass (Live)
231,ESP-La Liga,2223,2022-08-15 Getafe-Atlético Madrid,63,Enes Ünal,Getafe,0.07,,Off Target,26,Right Foot,Free kick,Enes Ünal,Fouled,Fabrizio Angileri,Pass (Live)
232,ESP-La Liga,2223,2022-08-15 Getafe-Atlético Madrid,68,Álvaro Morata,Atlético Madrid,0.04,,Off Target,10,Head,,Yannick Carrasco,Pass (Dead),Koke,Pass (Live)
233,ESP-La Liga,2223,2022-08-15 Getafe-Atlético Madrid,68,Yannick Carrasco,Atlético Madrid,0.02,,Blocked,24,Left Foot,,Álvaro Morata,Shot,,
234,ESP-La Liga,2223,2022-08-15 Getafe-Atlético Madrid,74,Borja Mayoral,Getafe,0.12,,Off Target,7,Head,,Iglesias,Pass (Live),Portu,Pass (Live)
235,ESP-La Liga,2223,2022-08-15 Getafe-Atlético Madrid,75,Antoine Griezmann,Atlético Madrid,0.13,0.37,Goal,26,Left Foot,,João Félix,Pass (Live),Axel Witsel,Pass (Live)
236,ESP-La Liga,2223,2022-08-15 Getafe-Atlético Madrid,78,João Félix,Atlético Madrid,0.08,0.75,Saved,9,Right Foot,,Antoine Griezmann,Pass (Live),,
237,ESP-La Liga,2223,2022-08-15 Getafe-Atlético Madrid,85,Iglesias,Getafe,0.01,,Off Target,24,Right Foot,Volley,Mauro Arambarri,Pass (Dead),Portu,Take-On
238,ESP-La Liga,2223,2022-08-15 Getafe-Atlético Madrid,87,Ángel Correa,Atlético Madrid,0.25,,Blocked,15,Right Foot,,Matheus Cunha,Pass (Live),Nahuel Molina,Pass (Live)
239,ESP-La Liga,2223,2022-08-15 Getafe-Atlético Madrid,89,Rodrigo De Paul,Atlético Madrid,0.02,,Off Target,27,Right Foot,,Nahuel Molina,Pass (Live),Ángel Correa,Pass (Live)
240,ESP-La Liga,2223,2022-08-15 Getafe-Atlético Madrid,90+1,Domingos Duarte,Getafe,0.08,,Off Target,11,Head,,Portu,Pass (Dead),Portu,Fouled
241,ESP-La Liga,2223,2022-08-15 Getafe-Atlético Madrid,90+3,Antoine Griezmann,Atlético Madrid,0.08,0.05,Saved,22,Left Foot,Free kick,,Fouled,Rodrigo De Paul,Pass (Live)
242,ESP-La Liga,2223,2022-08-19 Espanyol-Rayo Vallecano,5,Nico Ribaudo,Espanyol,0.03,,Blocked,19,Right Foot,,Sergi Darder,Pass (Live),Rubén,Pass (Live)
243,ESP-La Liga,2223,2022-08-19 Espanyol-Rayo Vallecano,11,Nico Ribaudo,Espanyol,0.04,,Blocked,27,Right Foot,Free kick,Vinicius Souza,Fouled,Sergi Gómez,Pass (Live)
244,ESP-La Liga,2223,2022-08-19 Espanyol-Rayo Vallecano,11,Leandro Cabrera,Espanyol,0.07,,Off Target,10,Head,,Sergi Darder,Pass (Dead),Nico Ribaudo,Shot
245,ESP-La Liga,2223,2022-08-19 Espanyol-Rayo Vallecano,11,Sergi Gómez,Espanyol,0.26,,Off Target,4,Head,,Leandro Cabrera,Shot,,
246,ESP-La Liga,2223,2022-08-19 Espanyol-Rayo Vallecano,26,Joselu,Espanyol,0.08,,Off Target,15,Left Foot,Volley,Sergi Darder,Pass (Live),Rubén,Pass (Live)
247,ESP-La Liga,2223,2022-08-19 Espanyol-Rayo Vallecano,32,Unai López,Rayo Vallecano,0.03,,Blocked,30,Right Foot,Free kick,Sergio Camello,Fouled,Pathé Ciss,Pass (Live)
248,ESP-La Liga,2223,2022-08-19 Espanyol-Rayo Vallecano,33,Sergio Camello,Rayo Vallecano,0.04,0.02,Saved,29,Right Foot,,,,,
249,ESP-La Liga,2223,2022-08-19 Espanyol-Rayo Vallecano,40,Isaac Palazón Camacho,Rayo Vallecano,0.01,0.31,Goal,29,Left Foot,,Unai López,Pass (Live),Isaac Palazón Camacho,Pass (Dead)
250,ESP-La Liga,2223,2022-08-19 Espanyol-Rayo Vallecano,49,Sergio Camello,Rayo Vallecano,0.21,,Off Target,10,Left Foot,,Iván Balliu,Pass (Live),Isaac Palazón Camacho,Pass (Live)
251,ESP-La Liga,2223,2022-08-19 Espanyol-Rayo Vallecano,51,Joselu,Espanyol,0.06,,Off Target,9,Head,,Edu Expósito,Pass (Dead),Rubén,Take-On
252,ESP-La Liga,2223,2022-08-19 Espanyol-Rayo Vallecano,53,Rubén,Espanyol,0.02,,Off Target,29,Right Foot,Volley,Óscar Gil,Pass (Live),Fernando Calero,Pass (Live)
253,ESP-La Liga,2223,2022-08-19 Espanyol-Rayo Vallecano,59,Pathé Ciss,Rayo Vallecano,0.74,0.5,Goal,4,Right Foot,,Álvaro García,Pass (Live),Óscar Valentín,Pass (Live)
254,ESP-La Liga,2223,2022-08-19 Espanyol-Rayo Vallecano,65,Edu Expósito,Espanyol,0.02,0.24,Saved,31,Right Foot,,Vinicius Souza,Pass (Live),Javi Puado,Pass (Live)
255,ESP-La Liga,2223,2022-08-19 Espanyol-Rayo Vallecano,69,Pathé Ciss,Rayo Vallecano,0.02,,Off Target,30,Left Foot,,Óscar Valentín,Pass (Live),Sergio Camello,Pass (Live)
256,ESP-La Liga,2223,2022-08-19 Espanyol-Rayo Vallecano,73,Edu Expósito,Espanyol,0.04,,Blocked,28,Right Foot,Free kick,Joselu,Fouled,,
257,ESP-La Liga,2223,2022-08-19 Espanyol-Rayo Vallecano,73,Vinicius Souza,Espanyol,0.03,,Off Target,20,Right Foot,Volley,Sergi Darder,Pass (Live),Sergi Darder,Take-On
258,ESP-La Liga,2223,2022-08-19 Espanyol-Rayo Vallecano,74,Joselu,Espanyol,0.02,,Blocked,27,Right Foot,,Edu Expósito,Pass (Live),,
259,ESP-La Liga,2223,2022-08-19 Espanyol-Rayo Vallecano,77,Radamel Falcao,Rayo Vallecano,0.04,,Off Target,16,Left Foot,Volley,Fran Garcia,Pass (Live),Unai López,Pass (Live)
260,ESP-La Liga,2223,2022-08-19 Espanyol-Rayo Vallecano,81,Radamel Falcao,Rayo Vallecano,0.3,,Off Target,9,Right Foot,,Salvi,Pass (Live),Radamel Falcao,Pass (Live)
261,ESP-La Liga,2223,2022-08-19 Espanyol-Rayo Vallecano,82,Javi Puado,Espanyol,0.08,,Woodwork,8,Head,,Keidi Bare,Pass (Dead),,
262,ESP-La Liga,2223,2022-08-19 Espanyol-Rayo Vallecano,89,Javi Puado,Espanyol,0.12,,Woodwork,11,Head,,Sergi Darder,Pass (Live),Vinicius Souza,Pass (Live)
263,ESP-La Liga,2223,2022-08-19 Sevilla-Valladolid,2,Rafa Mir,Sevilla,0.25,,Off Target,7,Left Foot,Volley,Marcos Acuña,Pass (Live),Papu Gómez,Pass (Live)
264,ESP-La Liga,2223,2022-08-19 Sevilla-Valladolid,4,Kike Pérez,Valladolid,0.02,,Off Target,26,Left Foot,Volley,Luis Pérez,Pass (Live),Sergi Guardiola,Pass (Live)
265,ESP-La Liga,2223,2022-08-19 Sevilla-Valladolid,7,Marcos Acuña,Sevilla,0.06,,Blocked,25,Right Foot,,Joan Jordán,Pass (Dead),Joan Jordán,Pass (Live)
266,ESP-La Liga,2223,2022-08-19 Sevilla-Valladolid,11,Rafa Mir,Sevilla,0.06,,Off Target,6,Head,,Marcos Acuña,Pass (Dead),Óliver Torres,Pass (Live)
267,ESP-La Liga,2223,2022-08-19 Sevilla-Valladolid,13,Óliver Torres,Sevilla,0.05,,Off Target,16,Left Foot,,Érik Lamela,Pass (Live),Gonzalo Montiel,Pass (Dead)
268,ESP-La Liga,2223,2022-08-19 Sevilla-Valladolid,15,Tanguy Nianzou,Sevilla,0.3,,Off Target,6,Head,,Marcos Acuña,Pass (Dead),Óliver Torres,Pass (Live)
269,ESP-La Liga,2223,2022-08-19 Sevilla-Valladolid,18,Rafa Mir,Sevilla,0.03,,Blocked,17,Right Foot,,Érik Lamela,Pass (Live),Fernando,Tackle
270,ESP-La Liga,2223,2022-08-19 Sevilla-Valladolid,19,Karim Rekik,Sevilla,0.1,,Off Target,9,Head,,Marcos Acuña,Pass (Dead),Rafa Mir,Shot
271,ESP-La Liga,2223,2022-08-19 Sevilla-Valladolid,26,Rafa Mir,Sevilla,0.34,0.51,Saved,15,Right Foot,,Érik Lamela,Pass (Live),Rafa Mir,Pass (Live)
